antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'Meat'}),frozenset({'Bread'}),0.3879310344827586,0.4073275862068966,0.17025862068965517,0.4388888888888889,1.0774838330393885,0.012243608799048733,1.056247866165927
frozenset({'Bread'}),frozenset({'Carrot'}),0.4073275862068966,0.41379310344827586,0.1939655172413793,0.47619047619047616,1.1507936507936507,0.025416171224732442,1.1191222570532915
frozenset({'Carrot'}),frozenset({'Bread'}),0.41379310344827586,0.4073275862068966,0.1939655172413793,0.46875,1.1507936507936507,0.025416171224732442,1.1156186612576064
frozenset({'Bread'}),frozenset({'Cucumber'}),0.4073275862068966,0.38146551724137934,0.16379310344827586,0.4021164021164021,1.0541356530057093,0.008411675089179532,1.0345399755874274
frozenset({'Cucumber'}),frozenset({'Bread'}),0.38146551724137934,0.4073275862068966,0.16379310344827586,0.42937853107344626,1.0541356530057093,0.008411675089179532,1.0386437350631612
frozenset({'Bread'}),frozenset({'Onion'}),0.4073275862068966,0.3793103448275862,0.16594827586206898,0.40740740740740744,1.0740740740740742,0.01144470868014269,1.0474137931034484
frozenset({'Onion'}),frozenset({'Bread'}),0.3793103448275862,0.4073275862068966,0.16594827586206898,0.43750000000000006,1.0740740740740742,0.01144470868014269,1.053639846743295
frozenset({'Milk'}),frozenset({'Bread'}),0.3706896551724138,0.4073275862068966,0.17672413793103448,0.4767441860465116,1.17041958902424,0.025732015457788332,1.132662835249042
frozenset({'Bread'}),frozenset({'Milk'}),0.4073275862068966,0.3706896551724138,0.17672413793103448,0.43386243386243384,1.1704195890242401,0.025732015457788332,1.1115855623590074
frozenset({'Bread'}),frozenset({'Butter'}),0.4073275862068966,0.375,0.1961206896551724,0.48148148148148145,1.2839506172839505,0.04337284482758619,1.2053571428571426
frozenset({'Butter'}),frozenset({'Bread'}),0.375,0.4073275862068966,0.1961206896551724,0.5229885057471264,1.2839506172839505,0.04337284482758619,1.2424698795180722
frozenset({'Bread'}),frozenset({'ShavingFoam'}),0.4073275862068966,0.4051724137931034,0.1853448275862069,0.455026455026455,1.123044016661038,0.02030692627824021,1.0914797455641112
frozenset({'ShavingFoam'}),frozenset({'Bread'}),0.4051724137931034,0.4073275862068966,0.1853448275862069,0.45744680851063835,1.123044016661038,0.02030692627824021,1.0923766058147397
frozenset({'Bread'}),frozenset({'Salt'}),0.4073275862068966,0.39870689655172414,0.20689655172413793,0.5079365079365079,1.273959673959674,0.044492233947681314,1.2219827586206895
frozenset({'Salt'}),frozenset({'Bread'}),0.39870689655172414,0.4073275862068966,0.20689655172413793,0.518918918918919,1.273959673959674,0.044492233947681314,1.2319595118171252
frozenset({'Bread'}),frozenset({'Flour'}),0.4073275862068966,0.3857758620689655,0.1724137931034483,0.4232804232804233,1.0972185273861252,0.01527664239001189,1.0650308446694083
frozenset({'Flour'}),frozenset({'Bread'}),0.3857758620689655,0.4073275862068966,0.1724137931034483,0.446927374301676,1.0972185273861252,0.01527664239001189,1.0715996168582373
frozenset({'Bread'}),frozenset({'HeavyCream'}),0.4073275862068966,0.41594827586206895,0.1875,0.4603174603174603,1.106669956410889,0.018072792806183124,1.0822134888438133
frozenset({'HeavyCream'}),frozenset({'Bread'}),0.41594827586206895,0.4073275862068966,0.1875,0.45077720207253885,1.106669956410889,0.018072792806183124,1.0791110930383865
frozenset({'Bread'}),frozenset({'Egg'}),0.4073275862068966,0.40301724137931033,0.1853448275862069,0.455026455026455,1.129049599637835,0.02118478745541022,1.0954343823234014
frozenset({'Egg'}),frozenset({'Bread'}),0.40301724137931033,0.4073275862068966,0.1853448275862069,0.4598930481283423,1.129049599637835,0.02118478745541022,1.0973241720723796
frozenset({'Bread'}),frozenset({'Olive'}),0.4073275862068966,0.38146551724137934,0.17025862068965517,0.41798941798941797,1.0957462708875136,0.014877192330558842,1.062754702194357
frozenset({'Olive'}),frozenset({'Bread'}),0.38146551724137934,0.4073275862068966,0.17025862068965517,0.44632768361581915,1.0957462708875136,0.014877192330558842,1.070438951442646
frozenset({'Bread'}),frozenset({'Shampoo'}),0.4073275862068966,0.36637931034482757,0.1724137931034483,0.4232804232804233,1.155306567071273,0.023177392984542217,1.0986633976589686
frozenset({'Shampoo'}),frozenset({'Bread'}),0.36637931034482757,0.4073275862068966,0.1724137931034483,0.4705882352941177,1.155306567071273,0.023177392984542217,1.1194923371647512
frozenset({'Bread'}),frozenset({'Sugar'}),0.4073275862068966,0.36637931034482757,0.17456896551724138,0.42857142857142855,1.169747899159664,0.02533256539833531,1.1088362068965518
frozenset({'Sugar'}),frozenset({'Bread'}),0.36637931034482757,0.4073275862068966,0.17456896551724138,0.47647058823529415,1.169747899159664,0.02533256539833531,1.132070902750872
frozenset({'Bacon'}),frozenset({'Honey'}),0.43103448275862066,0.41594827586206895,0.2025862068965517,0.47000000000000003,1.1299481865284975,0.023298156956004762,1.1019843851659077
frozenset({'Honey'}),frozenset({'Bacon'}),0.41594827586206895,0.43103448275862066,0.2025862068965517,0.48704663212435234,1.1299481865284975,0.023298156956004762,1.1091954022988506
frozenset({'Toothpaste'}),frozenset({'Honey'}),0.38362068965517243,0.41594827586206895,0.1810344827586207,0.47191011235955055,1.1345403737556035,0.02146811831153389,1.105970286133529
frozenset({'Honey'}),frozenset({'Toothpaste'}),0.41594827586206895,0.38362068965517243,0.1810344827586207,0.43523316062176165,1.1345403737556035,0.02146811831153389,1.0913872192344196
frozenset({'Banana'}),frozenset({'Honey'}),0.4482758620689655,0.41594827586206895,0.21336206896551724,0.47596153846153844,1.1442805898764448,0.0269024970273484,1.1145207212907307
frozenset({'Honey'}),frozenset({'Banana'}),0.41594827586206895,0.4482758620689655,0.21336206896551724,0.5129533678756477,1.144280589876445,0.0269024970273484,1.132795304475422
frozenset({'Apple'}),frozenset({'Honey'}),0.4051724137931034,0.41594827586206895,0.1875,0.46276595744680854,1.1125564987322236,0.018969233055885854,1.0871457835438718
frozenset({'Honey'}),frozenset({'Apple'}),0.41594827586206895,0.4051724137931034,0.1875,0.45077720207253885,1.1125564987322236,0.018969233055885854,1.083035133376708
frozenset({'Hazelnut'}),frozenset({'Honey'}),0.4202586206896552,0.41594827586206895,0.19181034482758622,0.4564102564102564,1.0972764713697356,0.01700449613555291,1.0744347755367598
frozenset({'Honey'}),frozenset({'Hazelnut'}),0.41594827586206895,0.4202586206896552,0.19181034482758622,0.461139896373057,1.0972764713697356,0.01700449613555291,1.0758662135278514
frozenset({'Cheese'}),frozenset({'Honey'}),0.44396551724137934,0.41594827586206895,0.21767241379310345,0.49029126213592233,1.1787313245133055,0.03300572235434007,1.1458538587848932
frozenset({'Honey'}),frozenset({'Cheese'}),0.41594827586206895,0.44396551724137934,0.21767241379310345,0.5233160621761659,1.1787313245133055,0.03300572235434007,1.166463643178411
frozenset({'Honey'}),frozenset({'Meat'}),0.41594827586206895,0.3879310344827586,0.2025862068965517,0.48704663212435234,1.2554979850316639,0.041226961950059454,1.1932253570184603
frozenset({'Meat'}),frozenset({'Honey'}),0.3879310344827586,0.41594827586206895,0.2025862068965517,0.5222222222222221,1.2554979850316637,0.041226961950059454,1.2224338412189253
frozenset({'Carrot'}),frozenset({'Honey'}),0.41379310344827586,0.41594827586206895,0.20474137931034483,0.4947916666666667,1.1895509499136443,0.032624851367419744,1.1560611446853895
frozenset({'Honey'}),frozenset({'Carrot'}),0.41594827586206895,0.41379310344827586,0.20474137931034483,0.4922279792746114,1.1895509499136443,0.032624851367419744,1.1544686840253344
frozenset({'Cucumber'}),frozenset({'Honey'}),0.38146551724137934,0.41594827586206895,0.16594827586206898,0.4350282485875706,1.0458710225110506,0.007278351664684907,1.033771551724138
frozenset({'Honey'}),frozenset({'Cucumber'}),0.41594827586206895,0.38146551724137934,0.16594827586206898,0.3989637305699482,1.0458710225110506,0.007278351664684907,1.0291134066587397
frozenset({'Onion'}),frozenset({'Honey'}),0.3793103448275862,0.41594827586206895,0.17672413793103448,0.46590909090909094,1.1201130475741876,0.01895065398335316,1.0935436537050625
frozenset({'Honey'}),frozenset({'Onion'}),0.41594827586206895,0.3793103448275862,0.17672413793103448,0.42487046632124353,1.1201130475741876,0.01895065398335316,1.0792171481826653
frozenset({'Milk'}),frozenset({'Honey'}),0.3706896551724138,0.41594827586206895,0.17456896551724138,0.47093023255813954,1.1321846005542837,0.020381242568370983,1.1039219401288367
frozenset({'Honey'}),frozenset({'Milk'}),0.41594827586206895,0.3706896551724138,0.17456896551724138,0.4196891191709845,1.1321846005542837,0.020381242568370983,1.08443657635468
frozenset({'Butter'}),frozenset({'Honey'}),0.375,0.41594827586206895,0.1853448275862069,0.4942528735632184,1.1882556131260795,0.02936422413793105,1.1548295454545454
frozenset({'Honey'}),frozenset({'Butter'}),0.41594827586206895,0.375,0.1853448275862069,0.4455958549222798,1.1882556131260795,0.02936422413793105,1.127336448598131
frozenset({'ShavingFoam'}),frozenset({'Honey'}),0.4051724137931034,0.41594827586206895,0.1875,0.46276595744680854,1.1125564987322236,0.018969233055885854,1.0871457835438718
frozenset({'Honey'}),frozenset({'ShavingFoam'}),0.41594827586206895,0.4051724137931034,0.1875,0.45077720207253885,1.1125564987322236,0.018969233055885854,1.083035133376708
frozenset({'Salt'}),frozenset({'Honey'}),0.39870689655172414,0.41594827586206895,0.16810344827586207,0.42162162162162165,1.0136395462820333,0.0022620020808561403,1.0098090557524977
frozenset({'Honey'}),frozenset({'Salt'}),0.41594827586206895,0.39870689655172414,0.16810344827586207,0.4041450777202073,1.0136395462820333,0.0022620020808561403,1.0091266866566717
frozenset({'Flour'}),frozenset({'Honey'}),0.3857758620689655,0.41594827586206895,0.16810344827586207,0.43575418994413406,1.047616290850146,0.0076406435790725424,1.0351015705018778
frozenset({'Honey'}),frozenset({'Flour'}),0.41594827586206895,0.3857758620689655,0.16810344827586207,0.4041450777202073,1.0476162908501463,0.0076406435790725424,1.0308283358320842
frozenset({'HeavyCream'}),frozenset({'Honey'}),0.41594827586206895,0.41594827586206895,0.20474137931034483,0.4922279792746114,1.1833874734892214,0.031728411117717015,1.1502243138634765
frozenset({'Honey'}),frozenset({'HeavyCream'}),0.41594827586206895,0.41594827586206895,0.20474137931034483,0.4922279792746114,1.1833874734892214,0.031728411117717015,1.1502243138634765
frozenset({'Egg'}),frozenset({'Honey'}),0.40301724137931033,0.41594827586206895,0.20905172413793102,0.5187165775401069,1.2470699066249202,0.04141739744351963,1.21352969348659
frozenset({'Honey'}),frozenset({'Egg'}),0.41594827586206895,0.40301724137931033,0.20905172413793102,0.5025906735751295,1.2470699066249205,0.04141739744351963,1.2001840876436782
frozenset({'Olive'}),frozenset({'Honey'}),0.38146551724137934,0.41594827586206895,0.15948275862068967,0.4180790960451978,1.0051228008547761,0.0008128344233055973,1.0036617007030466
frozenset({'Honey'}),frozenset({'Olive'}),0.41594827586206895,0.38146551724137934,0.15948275862068967,0.383419689119171,1.005122800854776,0.0008128344233055973,1.0031693711967546
frozenset({'Shampoo'}),frozenset({'Honey'}),0.36637931034482757,0.41594827586206895,0.1875,0.511764705882353,1.2303565985979887,0.03510515755053509,1.1962505193186541
frozenset({'Honey'}),frozenset({'Shampoo'}),0.41594827586206895,0.36637931034482757,0.1875,0.45077720207253885,1.2303565985979885,0.03510515755053509,1.1536678594664933
frozenset({'Sugar'}),frozenset({'Honey'}),0.36637931034482757,0.41594827586206895,0.1724137931034483,0.4705882352941177,1.1313623895153917,0.020018950653983375,1.1032088122605366
frozenset({'Honey'}),frozenset({'Sugar'}),0.41594827586206895,0.36637931034482757,0.1724137931034483,0.4145077720207254,1.1313623895153917,0.020018950653983375,1.0822017088800733
frozenset({'Toothpaste'}),frozenset({'Bacon'}),0.38362068965517243,0.43103448275862066,0.17456896551724138,0.4550561797752809,1.0557303370786517,0.009215219976218797,1.0440810522573765
frozenset({'Bacon'}),frozenset({'Toothpaste'}),0.43103448275862066,0.38362068965517243,0.17456896551724138,0.405,1.0557303370786517,0.009215219976218797,1.0359316140249204
frozenset({'Banana'}),frozenset({'Bacon'}),0.4482758620689655,0.43103448275862066,0.2413793103448276,0.5384615384615384,1.2492307692307691,0.04815695600475625,1.2327586206896552
frozenset({'Bacon'}),frozenset({'Banana'}),0.43103448275862066,0.4482758620689655,0.2413793103448276,0.56,1.2492307692307694,0.04815695600475625,1.2539184952978057
frozenset({'Apple'}),frozenset({'Bacon'}),0.4051724137931034,0.43103448275862066,0.1875,0.46276595744680854,1.0736170212765959,0.012856718192627847,1.0590645271423695
frozenset({'Bacon'}),frozenset({'Apple'}),0.43103448275862066,0.4051724137931034,0.1875,0.43500000000000005,1.0736170212765959,0.012856718192627847,1.0527921879768083
frozenset({'Hazelnut'}),frozenset({'Bacon'}),0.4202586206896552,0.43103448275862066,0.22198275862068967,0.5282051282051282,1.2254358974358976,0.04083680142687279,1.20595952023988
frozenset({'Bacon'}),frozenset({'Hazelnut'}),0.43103448275862066,0.4202586206896552,0.22198275862068967,0.515,1.2254358974358974,0.04083680142687279,1.1953430501244222
frozenset({'Bacon'}),frozenset({'Cheese'}),0.43103448275862066,0.44396551724137934,0.22413793103448276,0.52,1.17126213592233,0.03277348394768134,1.1584051724137931
frozenset({'Cheese'}),frozenset({'Bacon'}),0.44396551724137934,0.43103448275862066,0.22413793103448276,0.5048543689320388,1.17126213592233,0.03277348394768134,1.1490872210953347
frozenset({'Bacon'}),frozenset({'Meat'}),0.43103448275862066,0.3879310344827586,0.21551724137931033,0.5,1.288888888888889,0.04830558858501782,1.2241379310344827
frozenset({'Meat'}),frozenset({'Bacon'}),0.3879310344827586,0.43103448275862066,0.21551724137931033,0.5555555555555555,1.2888888888888888,0.04830558858501782,1.2801724137931032
frozenset({'Carrot'}),frozenset({'Bacon'}),0.41379310344827586,0.43103448275862066,0.19827586206896552,0.4791666666666667,1.1116666666666668,0.019916765755053523,1.0924137931034485
frozenset({'Bacon'}),frozenset({'Carrot'}),0.43103448275862066,0.41379310344827586,0.19827586206896552,0.46,1.1116666666666668,0.019916765755053523,1.0855683269476373
frozenset({'Cucumber'}),frozenset({'Bacon'}),0.38146551724137934,0.43103448275862066,0.18318965517241378,0.48022598870056493,1.1141242937853106,0.01876486325802615,1.094640179910045
frozenset({'Bacon'}),frozenset({'Cucumber'}),0.43103448275862066,0.38146551724137934,0.18318965517241378,0.425,1.1141242937853106,0.01876486325802615,1.075712143928036
frozenset({'Onion'}),frozenset({'Bacon'}),0.3793103448275862,0.43103448275862066,0.1875,0.4943181818181818,1.146818181818182,0.02400416171224734,1.1251452925222785
frozenset({'Bacon'}),frozenset({'Onion'}),0.43103448275862066,0.3793103448275862,0.1875,0.43500000000000005,1.146818181818182,0.02400416171224734,1.0985657613671043
frozenset({'Milk'}),frozenset({'Bacon'}),0.3706896551724138,0.43103448275862066,0.1875,0.5058139534883721,1.1734883720930234,0.027719976218787162,1.15131845841785
frozenset({'Bacon'}),frozenset({'Milk'}),0.43103448275862066,0.3706896551724138,0.1875,0.43500000000000005,1.1734883720930234,0.027719976218787162,1.1138236191638695
frozenset({'Butter'}),frozenset({'Bacon'}),0.375,0.43103448275862066,0.20689655172413793,0.5517241379310345,1.28,0.045258620689655166,1.2692307692307692
frozenset({'Bacon'}),frozenset({'Butter'}),0.43103448275862066,0.375,0.20689655172413793,0.48000000000000004,1.28,0.045258620689655166,1.2019230769230769
frozenset({'Bacon'}),frozenset({'ShavingFoam'}),0.43103448275862066,0.4051724137931034,0.21551724137931033,0.5,1.2340425531914894,0.04087395957193818,1.1896551724137931
frozenset({'ShavingFoam'}),frozenset({'Bacon'}),0.4051724137931034,0.43103448275862066,0.21551724137931033,0.5319148936170213,1.2340425531914894,0.04087395957193818,1.2155172413793103
frozenset({'Bacon'}),frozenset({'HeavyCream'}),0.43103448275862066,0.41594827586206895,0.20043103448275862,0.465,1.1179274611398964,0.021142984542211668,1.0916854656783759
frozenset({'HeavyCream'}),frozenset({'Bacon'}),0.41594827586206895,0.43103448275862066,0.20043103448275862,0.48186528497409326,1.1179274611398964,0.021142984542211668,1.098103448275862
frozenset({'Egg'}),frozenset({'Bacon'}),0.40301724137931033,0.43103448275862066,0.2025862068965517,0.5026737967914439,1.1662032085561498,0.02887187871581451,1.1440489432703005
frozenset({'Bacon'}),frozenset({'Egg'}),0.43103448275862066,0.40301724137931033,0.2025862068965517,0.47000000000000003,1.1662032085561498,0.02887187871581451,1.1263825634352636
frozenset({'Olive'}),frozenset({'Bacon'}),0.38146551724137934,0.43103448275862066,0.1788793103448276,0.4689265536723164,1.087909604519774,0.014454518430439961,1.0713499633162142
frozenset({'Bacon'}),frozenset({'Olive'}),0.43103448275862066,0.38146551724137934,0.1788793103448276,0.41500000000000004,1.087909604519774,0.014454518430439961,1.0573239021514884
frozenset({'Shampoo'}),frozenset({'Bacon'}),0.36637931034482757,0.43103448275862066,0.16594827586206898,0.4529411764705883,1.050823529411765,0.008026159334126065,1.0400444938820914
frozenset({'Bacon'}),frozenset({'Shampoo'}),0.43103448275862066,0.36637931034482757,0.16594827586206898,0.38500000000000006,1.050823529411765,0.008026159334126065,1.0302775441547518
frozenset({'Bacon'}),frozenset({'Sugar'}),0.43103448275862066,0.36637931034482757,0.1875,0.43500000000000005,1.187294117647059,0.029577883472057087,1.1214525480622521
frozenset({'Sugar'}),frozenset({'Bacon'}),0.36637931034482757,0.43103448275862066,0.1875,0.511764705882353,1.187294117647059,0.029577883472057087,1.1653510594100542
frozenset({'Banana'}),frozenset({'Toothpaste'}),0.4482758620689655,0.38362068965517243,0.2025862068965517,0.45192307692307687,1.1780466724286947,0.030618311533888193,1.1246218995765276
frozenset({'Toothpaste'}),frozenset({'Banana'}),0.38362068965517243,0.4482758620689655,0.2025862068965517,0.5280898876404494,1.1780466724286949,0.030618311533888193,1.1691297208538587
frozenset({'Apple'}),frozenset({'Toothpaste'}),0.4051724137931034,0.38362068965517243,0.1810344827586207,0.4468085106382979,1.1647143198661247,0.025601961950059454,1.1142241379310347
frozenset({'Toothpaste'}),frozenset({'Apple'}),0.38362068965517243,0.4051724137931034,0.1810344827586207,0.47191011235955055,1.1647143198661247,0.025601961950059454,1.126375641966251
frozenset({'Hazelnut'}),frozenset({'Toothpaste'}),0.4202586206896552,0.38362068965517243,0.2025862068965517,0.482051282051282,1.2565831172572743,0.041366304994054665,1.1900392625469443
frozenset({'Toothpaste'}),frozenset({'Hazelnut'}),0.38362068965517243,0.4202586206896552,0.2025862068965517,0.5280898876404494,1.2565831172572743,0.041366304994054665,1.2284995894909685
frozenset({'Toothpaste'}),frozenset({'Cheese'}),0.38362068965517243,0.44396551724137934,0.19827586206896552,0.5168539325842697,1.1641758481509763,0.027961504161712225,1.1508620689655173
frozenset({'Cheese'}),frozenset({'Toothpaste'}),0.44396551724137934,0.38362068965517243,0.19827586206896552,0.4466019417475728,1.1641758481509763,0.027961504161712225,1.1138082274652148
frozenset({'Toothpaste'}),frozenset({'Meat'}),0.38362068965517243,0.3879310344827586,0.16810344827586207,0.4382022471910112,1.1295880149812734,0.019285077288941743,1.0894827586206894
frozenset({'Meat'}),frozenset({'Toothpaste'}),0.3879310344827586,0.38362068965517243,0.16810344827586207,0.43333333333333335,1.1295880149812734,0.019285077288941743,1.0877281947261663
frozenset({'Carrot'}),frozenset({'Toothpaste'}),0.41379310344827586,0.38362068965517243,0.20474137931034483,0.4947916666666667,1.2897940074906367,0.04600178359096313,1.2200497689299683
frozenset({'Toothpaste'}),frozenset({'Carrot'}),0.38362068965517243,0.41379310344827586,0.20474137931034483,0.5337078651685393,1.2897940074906367,0.04600178359096313,1.2571665974241795
frozenset({'Cucumber'}),frozenset({'Toothpaste'}),0.38146551724137934,0.38362068965517243,0.1724137931034483,0.4519774011299435,1.178188281597156,0.026075728299643275,1.1247333807323143
frozenset({'Toothpaste'}),frozenset({'Cucumber'}),0.38362068965517243,0.38146551724137934,0.1724137931034483,0.449438202247191,1.178188281597156,0.026075728299643275,1.123460591133005
frozenset({'Onion'}),frozenset({'Toothpaste'}),0.3793103448275862,0.38362068965517243,0.1939655172413793,0.5113636363636364,1.3329928498467822,0.04845422116527942,1.2614274258219729
frozenset({'Toothpaste'}),frozenset({'Onion'}),0.38362068965517243,0.3793103448275862,0.1939655172413793,0.5056179775280899,1.3329928498467825,0.04845422116527942,1.255485893416928
frozenset({'Milk'}),frozenset({'Toothpaste'}),0.3706896551724138,0.38362068965517243,0.17672413793103448,0.4767441860465116,1.2427488894695582,0.03451991676575503,1.1779693486590037
frozenset({'Toothpaste'}),frozenset({'Milk'}),0.38362068965517243,0.3706896551724138,0.17672413793103448,0.46067415730337075,1.2427488894695582,0.03451991676575503,1.1668462643678161
frozenset({'Butter'}),frozenset({'Toothpaste'}),0.375,0.38362068965517243,0.1810344827586207,0.4827586206896552,1.2584269662921348,0.03717672413793102,1.1916666666666669
frozenset({'Toothpaste'}),frozenset({'Butter'}),0.38362068965517243,0.375,0.1810344827586207,0.47191011235955055,1.2584269662921348,0.03717672413793102,1.1835106382978724
frozenset({'Toothpaste'}),frozenset({'ShavingFoam'}),0.38362068965517243,0.4051724137931034,0.1875,0.4887640449438202,1.2063112598613435,0.032067479191438764,1.1635089048882152
frozenset({'ShavingFoam'}),frozenset({'Toothpaste'}),0.4051724137931034,0.38362068965517243,0.1875,0.46276595744680854,1.2063112598613435,0.032067479191438764,1.1473199044042337
frozenset({'Toothpaste'}),frozenset({'Salt'}),0.38362068965517243,0.39870689655172414,0.1939655172413793,0.5056179775280899,1.2681445490434256,0.04101330261593339,1.2162519592476488
frozenset({'Salt'}),frozenset({'Toothpaste'}),0.39870689655172414,0.38362068965517243,0.1939655172413793,0.48648648648648646,1.2681445490434253,0.04101330261593339,1.2003176043557167
frozenset({'Toothpaste'}),frozenset({'Flour'}),0.38362068965517243,0.3857758620689655,0.18318965517241378,0.4775280898876404,1.2378381771389113,0.03519805291319855,1.175611790878754
frozenset({'Flour'}),frozenset({'Toothpaste'}),0.3857758620689655,0.38362068965517243,0.18318965517241378,0.47486033519553067,1.2378381771389113,0.03519805291319855,1.173743580337491
frozenset({'Toothpaste'}),frozenset({'HeavyCream'}),0.38362068965517243,0.41594827586206895,0.19181034482758622,0.5,1.2020725388601037,0.032243980380499415,1.168103448275862
frozenset({'HeavyCream'}),frozenset({'Toothpaste'}),0.41594827586206895,0.38362068965517243,0.19181034482758622,0.461139896373057,1.2020725388601037,0.032243980380499415,1.14385775862069
frozenset({'Egg'}),frozenset({'Toothpaste'}),0.40301724137931033,0.38362068965517243,0.1810344827586207,0.44919786096256686,1.1709427386889384,0.026428730677764578,1.119057582859056
frozenset({'Toothpaste'}),frozenset({'Egg'}),0.38362068965517243,0.40301724137931033,0.1810344827586207,0.47191011235955055,1.1709427386889384,0.026428730677764578,1.1304567131327956
frozenset({'Olive'}),frozenset({'Toothpaste'}),0.38146551724137934,0.38362068965517243,0.17025862068965517,0.44632768361581915,1.1634609280771915,0.023920555885850153,1.113256509500352
frozenset({'Toothpaste'}),frozenset({'Olive'}),0.38362068965517243,0.38146551724137934,0.17025862068965517,0.4438202247191011,1.1634609280771915,0.023920555885850153,1.1121125043538835
frozenset({'Shampoo'}),frozenset({'Toothpaste'}),0.36637931034482757,0.38362068965517243,0.14655172413793102,0.39999999999999997,1.042696629213483,0.006001040428061821,1.0272988505747125
frozenset({'Toothpaste'}),frozenset({'Shampoo'}),0.38362068965517243,0.36637931034482757,0.14655172413793102,0.3820224719101123,1.042696629213483,0.006001040428061821,1.0253134796238244
frozenset({'Toothpaste'}),frozenset({'Sugar'}),0.38362068965517243,0.36637931034482757,0.17456896551724138,0.4550561797752809,1.2420356906807668,0.03401828180737218,1.1627266263775329
frozenset({'Sugar'}),frozenset({'Toothpaste'}),0.36637931034482757,0.38362068965517243,0.17456896551724138,0.47647058823529415,1.2420356906807668,0.03401828180737218,1.177353738860907
frozenset({'Apple'}),frozenset({'Banana'}),0.4051724137931034,0.4482758620689655,0.21982758620689655,0.5425531914893618,1.2103109656301148,0.03819857312722949,1.2060946271050523
frozenset({'Banana'}),frozenset({'Apple'}),0.4482758620689655,0.4051724137931034,0.21982758620689655,0.49038461538461536,1.2103109656301145,0.03819857312722949,1.1672088484059857
frozenset({'Hazelnut'}),frozenset({'Banana'}),0.4202586206896552,0.4482758620689655,0.22198275862068967,0.5282051282051282,1.1783037475345168,0.033590963139120106,1.169415292353823
frozenset({'Banana'}),frozenset({'Hazelnut'}),0.4482758620689655,0.4202586206896552,0.22198275862068967,0.4951923076923077,1.1783037475345168,0.033590963139120106,1.1484400656814449
frozenset({'Banana'}),frozenset({'Cheese'}),0.4482758620689655,0.44396551724137934,0.22413793103448276,0.5,1.1262135922330097,0.025118906064209273,1.1120689655172413
frozenset({'Cheese'}),frozenset({'Banana'}),0.44396551724137934,0.4482758620689655,0.22413793103448276,0.5048543689320388,1.1262135922330097,0.025118906064209273,1.1142663962136579
frozenset({'Banana'}),frozenset({'Meat'}),0.4482758620689655,0.3879310344827586,0.19181034482758622,0.4278846153846154,1.102991452991453,0.017910225921522,1.0698348304839176
